;Timestamp [s],Timediff[탎],Trigger Type,Event Type,Data,Data,Data,Data
0.000000,+1332170382000000탎,,Realtime (83),Mon Mar 19 15:19:42 2012
0.000000,+0탎,Single,Session Start (4484),ID:c0015b89
0.000000,+0탎,On/Off,BUS INFO (4c2),ch:1,Baudrate:1443, Silent:1, Protocol:0, Pre-Trigger:0, Post-Trigger:0, Fw:6081f201
0.000000,+0탎,On/Off,BUS INFO (84c2),ch:2,Baudrate:1443, Silent:0, Protocol:0, Pre-Trigger:0, Post-Trigger:0, Fw:6081f201
143.864122,+576탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,303,data:,00,00,00,ff,fc,63,8c,01,
143.864718,+596탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,304,data:,00,00,00,00,00,00,00,00,
143.865302,+584탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,305,data:,00,00,49,c7,00,00,00,00,
143.865898,+596탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,306,data:,00,0f,00,00,00,00,00,00,
143.866378,+480탎,On/Off,CAN (498),RX ch:1,Dlc:8,id:,308,data:,00,04,2f,e4,eb,6a,00,00,
143.866854,+476탎,On/Off,CAN (498),RX ch:1,Dlc:8,id:,309,data:,ff,f4,97,42,08,00,00,00,
143.867327,+473탎,On/Off,CAN (498),RX ch:1,Dlc:8,id:,310,data:,39,8c,09,7c,38,06,b9,12,
143.867779,+452탎,On/Off,CAN (498),RX ch:1,Dlc:8,id:,311,data:,bd,87,e7,32,bc,a8,96,5f,
143.868231,+452탎,On/Off,CAN (498),RX ch:1,Dlc:8,id:,312,data:,bf,b3,33,33,be,94,7a,e1,
143.868687,+456탎,On/Off,CAN (498),RX ch:1,Dlc:8,id:,313,data:,bf,d3,33,33,3f,7e,55,28,
143.869239,+552탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,cf00400,data:,f0,7d,89,85,12,00,ff,89,
143.869811,+572탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,cf00300,data:,dd,00,12,ff,ff,ff,52,ff,
143.870451,+640탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,18fef100,data:,c7,00,00,00,00,00,00,30,
143.872831,+2380탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,301,data:,09,6f,a7,44,0a,b8,0c,98,
143.873387,+556탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,302,data:,1d,35,19,85,00,07,3b,72,
143.873959,+572탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,303,data:,00,00,00,ff,f9,63,8c,01,
143.874555,+596탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,304,data:,00,00,00,00,00,00,00,00,
143.875139,+584탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,305,data:,00,00,49,c7,00,00,00,00,
143.875735,+596탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,306,data:,00,0f,00,00,00,00,00,00,
143.876216,+481탎,On/Off,CAN (498),RX ch:1,Dlc:8,id:,308,data:,00,04,2f,e4,eb,64,00,00,
143.876688,+472탎,On/Off,CAN (498),RX ch:1,Dlc:8,id:,309,data:,ff,f4,97,42,08,05,00,00,
143.877152,+464탎,On/Off,CAN (498),RX ch:1,Dlc:8,id:,310,data:,39,ab,81,0b,39,11,ee,0b,
143.877596,+444탎,On/Off,CAN (498),RX ch:1,Dlc:8,id:,311,data:,bd,71,af,4b,bc,e8,ea,1a,
143.878052,+456탎,On/Off,CAN (498),RX ch:1,Dlc:8,id:,312,data:,bf,b9,99,9a,bf,8f,5c,29,
143.878512,+460탎,On/Off,CAN (498),RX ch:1,Dlc:8,id:,313,data:,3e,94,7a,e1,3f,75,5b,ea,
143.879072,+560탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,cf00400,data:,f0,7d,89,83,12,00,ff,89,
143.879648,+576탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,10ff2121,data:,32,00,0f,80,f8,ff,ff,fa,
143.880232,+584탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,18fedf00,data:,84,00,13,ff,7d,ff,ff,ff,
143.882720,+2488탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,301,data:,09,6f,a7,45,0a,b8,0c,97,
143.883280,+560탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,302,data:,1d,35,19,84,00,01,2e,7f,
143.883852,+572탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,303,data:,00,00,00,ff,fa,63,8c,01,
143.884448,+596탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,304,data:,00,00,00,00,00,00,00,00,
143.885032,+584탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,305,data:,00,00,49,c7,00,00,00,00,
143.885628,+596탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,306,data:,00,0f,00,00,00,00,00,00,
